series_type,series_id,forecast_timestamp,forecast_revenue,feature,feature_value,shap_value,direction,base_value
category,Automotive,2018-09-16,12027.4716796875,month_cos,-1.8369701987210297e-16,-74.1005859375,down,7769.0146484375
category,Automotive,2018-09-16,12027.4716796875,week_sin,-0.970941817426052,-794.2568969726562,down,7769.0146484375
category,Automotive,2018-09-16,12027.4716796875,week_cos,-0.23931566428755774,21.840560913085938,up,7769.0146484375
category,Automotive,2018-09-23,14574.654296875,lag_1,12027.4716796875,1320.658447265625,up,7769.0146484375
category,Automotive,2018-09-23,14574.654296875,lag_4,6125.56,87.08295440673828,up,7769.0146484375
category,Automotive,2018-09-23,14574.654296875,lag_52,3237.58,2879.935302734375,up,7769.0146484375
category,Automotive,2018-09-23,14574.654296875,rolling_mean_4,10187.431748046874,787.5704956054688,up,7769.0146484375
category,Automotive,2018-09-23,14574.654296875,rolling_std_4,2990.2007217972305,1093.373779296875,up,7769.0146484375
category,Automotive,2018-09-23,14574.654296875,year,2018.0,230.8561553955078,up,7769.0146484375
category,Automotive,2018-09-23,14574.654296875,month,9.0,-18.852874755859375,down,7769.0146484375
category,Automotive,2018-09-23,14574.654296875,quarter,3.0,0.9150317907333374,up,7769.0146484375
category,Automotive,2018-09-23,14574.654296875,week_of_year,38.0,791.8854370117188,up,7769.0146484375
category,Automotive,2018-09-23,14574.654296875,day_of_week,6.0,0.0,neutral,7769.0146484375
category,Automotive,2018-09-23,14574.654296875,is_weekend,1.0,0.0,neutral,7769.0146484375
category,Automotive,2018-09-23,14574.654296875,days_to_month_end,7.0,312.9473571777344,up,7769.0146484375
category,Automotive,2018-09-23,14574.654296875,month_sin,-1.0,-52.241817474365234,down,7769.0146484375
category,Automotive,2018-09-23,14574.654296875,month_cos,-1.8369701987210297e-16,-80.10485076904297,down,7769.0146484375
category,Automotive,2018-09-23,14574.654296875,week_sin,-0.992708874098054,-689.0314331054688,down,7769.0146484375
category,Automotive,2018-09-23,14574.654296875,week_cos,-0.12053668025532357,140.65359497070312,up,7769.0146484375
category,Beauty & Health,2018-09-02,28674.123046875,lag_1,29945.5,4619.17919921875,up,21556.576171875
category,Beauty & Health,2018-09-02,28674.123046875,lag_4,48660.83,-62.632118225097656,down,21556.576171875
category,Beauty & Health,2018-09-02,28674.123046875,lag_52,13655.63,1174.322265625,up,21556.576171875
